# Time (s), Pressure (Pa), Az (m/s²), Attitude Angle (°)
25.560000,58620.200165,-10.012105,28.516124
25.580000,58615.693512,-10.010005,28.375227
25.600000,58611.214444,-10.007911,28.233920
25.620000,58606.762957,-10.005824,28.092203
25.640000,58602.339043,-10.003745,27.950076
25.660000,58597.942698,-10.001672,27.807540
25.680000,58593.573915,-9.999606,27.664594
25.700000,58589.232689,-9.997548,27.521239
25.720000,58584.919014,-9.995496,27.377474
25.740000,58580.632885,-9.993451,27.233299
25.760000,58576.374295,-9.991413,27.088716
25.780000,58572.143240,-9.989382,26.943723
25.800000,58567.939714,-9.987359,26.798320
25.820000,58563.763710,-9.985342,26.652509
25.840000,58559.615224,-9.983332,26.506288
25.860000,58555.494251,-9.981330,26.359658
25.880000,58551.400783,-9.979335,26.212619
25.900000,58547.334817,-9.977347,26.065171
25.920000,58543.296346,-9.975366,25.917313
25.940000,58539.285365,-9.973393,25.769047
25.960000,58535.301869,-9.971427,25.620373
25.980000,58531.345852,-9.969468,25.471289
26.000000,58527.417308,-9.967517,25.321797
26.020000,58523.516234,-9.965574,25.171897
26.040000,58519.642622,-9.963638,25.021589
26.060000,58515.796468,-9.961710,24.870873
26.080000,58511.977766,-9.959790,24.719749
26.100000,58508.186512,-9.957877,24.568219
26.120000,58504.422699,-9.955972,24.416281
26.140000,58500.686323,-9.954075,24.263937
26.160000,58496.977378,-9.952186,24.111187
26.180000,58493.295859,-9.950304,23.958031
26.200000,58489.641762,-9.948431,23.804471
26.220000,58486.015080,-9.946565,23.650506
26.240000,58482.415809,-9.944707,23.496137
26.260000,58478.843944,-9.942857,23.341365
26.280000,58475.299478,-9.941014,23.186191
26.300000,58471.782409,-9.939180,23.030615
26.320000,58468.292729,-9.937353,22.874638
26.340000,58464.830435,-9.935534,22.718261
26.360000,58461.395521,-9.933722,22.561485
26.380000,58457.987983,-9.931919,22.404311
26.400000,58454.607815,-9.930123,22.246739
26.420000,58451.255012,-9.928334,22.088771
26.440000,58447.929569,-9.926553,21.930409
26.460000,58444.631483,-9.924780,21.771652
26.480000,58441.360746,-9.923014,21.612502
26.500000,58438.117356,-9.921255,21.452961
26.520000,58434.901306,-9.919504,21.293029
26.540000,58431.712593,-9.917759,21.132708
26.560000,58428.551211,-9.916022,20.971999
26.580000,58425.417155,-9.914292,20.810904
26.600000,58422.310421,-9.912570,20.649424
26.620000,58419.231004,-9.910854,20.487560
26.640000,58416.178899,-9.909145,20.325314
26.660000,58413.154102,-9.907443,20.162686
26.680000,58410.156608,-9.905747,19.999680
26.700000,58407.186412,-9.904059,19.836296
26.720000,58404.243510,-9.902377,19.672536
26.740000,58401.327896,-9.900701,19.508401
26.760000,58398.439567,-9.899033,19.343893
26.780000,58395.578517,-9.897370,19.179014
26.800000,58392.744742,-9.895714,19.013765
26.820000,58389.938238,-9.894065,18.848149
26.840000,58387.159000,-9.892421,18.682166
26.860000,58384.407024,-9.890784,18.515818
26.880000,58381.682304,-9.889154,18.349108
26.900000,58378.984837,-9.887529,18.182037
26.920000,58376.314618,-9.885911,18.014606
26.940000,58373.671642,-9.884298,17.846818
26.960000,58371.055906,-9.882692,17.678675
26.980000,58368.467404,-9.881092,17.510178
27.000000,58365.906132,-9.879498,17.341329
27.020000,58363.372086,-9.877910,17.172130
27.040000,58360.865262,-9.876327,17.002583
27.060000,58358.385655,-9.874751,16.832691
27.080000,58355.933260,-9.873181,16.662454
27.100000,58353.508074,-9.871616,16.491875
27.120000,58351.110092,-9.870058,16.320957
27.140000,58348.739310,-9.868505,16.149700
27.160000,58346.395724,-9.866959,15.978108
27.180000,58344.079329,-9.865418,15.806182
27.200000,58341.790121,-9.863883,15.633924
27.220000,58339.528095,-9.862354,15.461337
27.240000,58337.293249,-9.860830,15.288422
27.260000,58335.085576,-9.859313,15.115183
27.280000,58332.905074,-9.857801,14.941620
27.300000,58330.751738,-9.856295,14.767738
27.320000,58328.625564,-9.854795,14.593537
27.340000,58326.526548,-9.853301,14.419020
27.360000,58324.454685,-9.851812,14.244190
27.380000,58322.409972,-9.850329,14.069049
27.400000,58320.392404,-9.848852,13.893600
27.420000,58318.401978,-9.847381,13.717844
27.440000,58316.438689,-9.845915,13.541785
27.460000,58314.502534,-9.844456,13.365425
27.480000,58312.593507,-9.843001,13.188766
27.500000,58310.711606,-9.841553,13.011812
27.520000,58308.856826,-9.840110,12.834565
27.540000,58307.029164,-9.838672,12.657028
27.560000,58305.228615,-9.837240,12.479203
27.580000,58303.455175,-9.835814,12.301093
27.600000,58301.708841,-9.834393,12.122702
27.620000,58299.989608,-9.832978,11.944031
27.640000,58298.297473,-9.831568,11.765084
27.660000,58296.632432,-9.830163,11.585865
27.680000,58294.994481,-9.828764,11.406375
27.700000,58293.383615,-9.827370,11.226618
27.720000,58291.799832,-9.825981,11.046596
27.740000,58290.243127,-9.824597,10.866314
27.760000,58288.713497,-9.823219,10.685774
27.780000,58287.210938,-9.821845,10.504980
27.800000,58285.735445,-9.820477,10.323934
27.820000,58284.287016,-9.819113,10.142640
27.840000,58282.865646,-9.817755,9.961101
27.860000,58281.471332,-9.816401,9.779320
27.880000,58280.104070,-9.815052,9.597301
27.900000,58278.763856,-9.813708,9.415048
27.920000,58277.450686,-9.812368,9.232563
27.940000,58276.164558,-9.811033,9.049850
27.960000,58274.905466,-9.809703,8.866912
27.980000,58273.673409,-9.808377,8.683754
28.000000,58272.468381,-9.807055,8.500378
28.020000,58271.290379,-9.805738,8.316788
28.040000,58270.139400,-9.804425,8.132988
28.060000,58269.015439,-9.803116,7.948981
28.080000,58267.918494,-9.801812,7.764771
28.100000,58266.848561,-9.800511,7.580362
28.120000,58265.805636,-9.799214,7.395757
28.140000,58264.789716,-9.797921,7.210960
28.160000,58263.800797,-9.796632,7.025975
28.180000,58262.838875,-9.795347,6.840806
28.200000,58261.903947,-9.794066,6.655456
28.220000,58260.996010,-9.792788,6.469929
28.240000,58260.115059,-9.791514,6.284229
28.260000,58259.261092,-9.790244,6.098360
28.280000,58258.434105,-9.788977,5.912326
28.300000,58257.634094,-9.787714,5.726130
28.320000,58256.861056,-9.786454,5.539776
28.340000,58256.114988,-9.785197,5.353269
28.360000,58255.395885,-9.783944,5.166613
28.380000,58254.703745,-9.782693,4.979810
28.400000,58254.038564,-9.781445,4.792866
28.420000,58253.400339,-9.780201,4.605784
28.440000,58252.789066,-9.778959,4.418569
28.460000,58252.204742,-9.777720,4.231223
28.480000,58251.647363,-9.776484,4.043752
28.500000,58251.116926,-9.775250,3.856159
28.520000,58250.613427,-9.774019,3.668448
28.540000,58250.136864,-9.772791,3.480624
28.560000,58249.687233,-9.771565,3.292690
28.580000,58249.264530,-9.770342,3.104651
28.600000,58248.868752,-9.769121,2.916510
28.620000,58248.499895,-9.767902,2.728273
28.640000,58248.157957,-9.766686,2.539942
28.660000,58247.842934,-9.765472,2.351522
28.680000,58247.554823,-9.764260,2.163018
28.700000,58247.293620,-9.763051,1.974433
28.720000,58247.059322,-9.761843,1.785771
28.740000,58246.851925,-9.760638,1.597037
28.760000,58246.671427,-9.759434,1.408235
28.780000,58246.517823,-9.758233,1.219369
28.800000,58246.391112,-9.757033,1.030444
28.820000,58246.291289,-9.755835,0.841463
28.840000,58246.218350,-9.754639,0.652431
28.860000,58246.172294,-9.753444,0.463352
28.880000,58246.153116,-9.752251,0.274230
