# Time (s), Altitude AGL (m), Vz (m/s)
0.000000,0.000000,0.000000
0.010000,-0.000000,-0.000000
0.020000,0.000000,0.000000
0.030000,-0.000000,-0.000000
0.040000,-0.000000,-0.000000
0.050000,0.000000,0.000000
0.060000,0.000000,0.000000
0.070000,-0.000000,-0.000000
0.080000,-0.000000,-0.000000
0.090000,0.000000,0.000000
0.100000,0.000000,0.000000
0.110000,0.000000,0.000000
0.120000,0.000000,0.000000
0.130000,0.000000,0.000000
0.140000,0.000000,0.000000
0.150000,0.000000,0.000000
0.160000,0.000000,0.000000
0.170000,0.000000,0.000000
0.180000,0.000000,0.000000
0.190000,0.000000,0.000000
0.200000,0.000000,0.000000
0.210000,0.000000,0.000000
0.220000,0.000000,0.000000
0.230000,0.000000,0.000000
0.240000,0.000000,0.000000
0.250000,0.000000,0.000000
0.260000,0.000000,0.000000
0.270000,0.000000,0.000000
0.280000,0.000000,0.000000
0.290000,0.000000,0.000000
0.300000,0.000000,0.000000
0.310000,-0.000000,-0.000000
0.320000,-0.000000,-0.000000
0.330000,-0.000000,-0.000000
0.340000,-0.000000,-0.000000
0.350000,-0.000000,-0.000000
0.360000,-0.000000,-0.000000
0.370000,-0.000000,-0.000000
0.380000,-0.000000,-0.000000
0.390000,-0.000000,-0.000000
0.400000,-0.000000,-0.000000
0.410000,-0.000000,-0.000000
0.420000,-0.000000,-0.000000
0.430000,-0.000000,-0.000000
0.440000,-0.000000,-0.000000
0.450000,-0.000000,-0.000000
0.460000,-0.000000,-0.000000
0.470000,-0.000000,-0.000000
0.480000,-0.000000,-0.000000
0.490000,-0.000000,-0.000000
0.500000,-0.000000,-0.000000
0.510000,-0.000000,-0.000000
0.520000,-0.000000,-0.000000
0.530000,0.000000,0.000000
0.540000,-0.000000,-0.000000
0.550000,-0.000000,-0.000000
0.560000,0.000000,0.000004
0.570000,-0.000000,-0.000131
0.580000,0.000028,0.007882
0.590000,0.000246,0.039174
0.600000,0.000893,0.096356
0.610000,0.002230,0.179460
0.620000,0.004521,0.288473
0.630000,0.008033,0.423385
0.640000,0.013032,0.584185
0.650000,0.019779,0.770889
0.660000,0.028532,0.983526
0.670000,0.039546,1.222130
0.680000,0.053080,1.486729
0.690000,0.069390,1.777208
0.700000,0.088736,2.093798
0.710000,0.111321,2.423305
0.720000,0.137202,2.752742
0.730000,0.166376,3.082108
0.740000,0.198842,3.411400
0.750000,0.234600,3.740619
0.760000,0.273649,4.069763
0.770000,0.315989,4.398831
0.780000,0.361620,4.727824
0.790000,0.410541,5.056739
0.800000,0.462752,5.385578
0.810000,0.518251,5.714340
0.820000,0.577037,6.043026
0.830000,0.639108,6.371638
0.840000,0.704463,6.700176
0.850000,0.773100,7.028641
0.860000,0.845020,7.357032
0.870000,0.920225,7.685352
0.880000,0.998714,8.013600
0.890000,1.080491,8.341776
0.900000,1.165556,8.669882
0.910000,1.253912,8.997917
0.920000,1.345556,9.325885
0.930000,1.440486,9.653788
0.940000,1.538700,9.981632
0.950000,1.640195,10.309420
0.960000,1.744967,10.637157
0.970000,1.853015,10.964846
0.980000,1.964336,11.292491
0.990000,2.078927,11.620097
1.000000,2.196785,11.947668
1.010000,2.317907,12.275208
1.020000,2.442291,12.602720
1.030000,2.569934,12.930210
1.040000,2.700834,13.257680
1.050000,2.834987,13.585136
1.060000,2.972390,13.912581
1.070000,3.113042,14.240019
1.080000,3.256939,14.567454
1.090000,3.404085,14.894885
1.100000,3.554504,15.222291
1.110000,3.708230,15.549642
1.120000,3.865295,15.876911
1.130000,4.025729,16.204071
1.140000,4.189566,16.531093
1.150000,4.356838,16.857949
1.160000,4.527297,17.184712
1.170000,4.700772,17.511493
1.180000,4.877513,17.838293
1.190000,5.057527,18.165112
1.200000,5.240814,18.491948
1.210000,5.427371,18.818799
1.220000,5.617196,19.145664
1.230000,5.810290,19.472543
1.240000,6.006650,19.799436
1.250000,6.206279,20.126344
1.260000,6.409176,20.453268
1.270000,6.615343,20.780210
1.280000,6.824779,21.107171
1.290000,7.037485,21.434157
1.300000,7.253462,21.761172
1.310000,7.472710,22.088224
1.320000,7.695228,22.415318
1.330000,7.921018,22.742459
1.340000,8.150078,23.069648
1.350000,8.382411,23.396881
1.360000,8.618016,23.724154
1.370000,8.856893,24.051462
1.380000,9.099045,24.378803
1.390000,9.344469,24.706175
1.400000,9.593168,25.033578
1.410000,9.845141,25.361012
1.420000,10.100388,25.688477
1.430000,10.358910,26.015974
1.440000,10.620708,26.343502
1.450000,10.885780,26.671062
1.460000,11.154129,26.998652
1.470000,11.425754,27.326272
1.480000,11.700654,27.653923
1.490000,11.978832,27.981604
1.500000,12.260287,28.309314
1.510000,12.545018,28.637053
1.520000,12.833028,28.964823
1.530000,13.124315,29.292621
1.540000,13.418880,29.620450
1.550000,13.716724,29.948307
1.560000,14.017846,30.276193
1.570000,14.322248,30.604103
1.580000,14.629928,30.932036
1.590000,14.940888,31.259987
1.600000,15.255127,31.587954
1.610000,15.572647,31.915934
1.620000,15.893446,32.243922
1.630000,16.217525,32.571916
1.640000,16.544884,32.899911
1.650000,16.875523,33.227904
1.660000,17.209441,33.555890
1.670000,17.546640,33.883867
1.680000,17.887118,34.211829
1.690000,18.230876,34.539776
1.700000,18.577914,34.867706
1.710000,18.928231,35.195618
1.720000,19.281827,35.523512
1.730000,19.638702,35.851388
1.740000,19.998855,36.179243
1.750000,20.362287,36.507078
1.760000,20.728997,36.834892
1.770000,21.098985,37.162681
1.780000,21.472251,37.490445
1.790000,21.848794,37.818182
1.800000,22.228614,38.145888
1.810000,22.611711,38.473564
1.820000,22.998085,38.801205
1.830000,23.387735,39.128810
1.840000,23.780661,39.456376
1.850000,24.176862,39.783897
1.860000,24.576338,40.111371
1.870000,24.979089,40.438793
1.880000,25.385114,40.766160
1.890000,25.794412,41.093468
1.900000,26.206983,41.420714
1.910000,26.622826,41.747897
1.920000,27.041941,42.075016
1.930000,27.464326,42.402071
1.940000,27.889982,42.729059
1.950000,28.318908,43.055981
1.960000,28.751102,43.382835
1.970000,29.186565,43.709621
1.980000,29.625295,44.036338
1.990000,30.067292,44.362987
2.000000,30.512555,44.689565
2.010000,30.961083,45.016074
2.020000,31.412876,45.342513
2.030000,31.867933,45.668882
2.040000,32.326254,45.995180
2.050000,32.787837,46.321409
2.060000,33.252682,46.647569
2.070000,33.720788,46.973663
2.080000,34.192155,47.299692
2.090000,34.666783,47.625657
2.100000,35.144669,47.951559
2.110000,35.625814,48.277400
2.120000,36.110217,48.603179
2.130000,36.597877,48.928898
2.140000,37.088795,49.254558
2.150000,37.582968,49.580157
2.160000,38.080398,49.905698
2.170000,38.581082,50.231180
2.180000,39.085021,50.556605
2.190000,39.592214,50.881978
2.200000,40.102661,51.207306
2.210000,40.616361,51.532597
2.220000,41.133314,51.857858
2.230000,41.653519,52.183096
2.240000,42.176976,52.508316
2.250000,42.703685,52.833518
2.260000,43.233646,53.158704
2.270000,43.766858,53.483874
2.280000,44.303323,53.809030
2.290000,44.843039,54.134173
2.300000,45.386006,54.459307
2.310000,45.932225,54.784439
2.320000,46.481695,55.109573
2.330000,47.034417,55.434717
2.340000,47.590390,55.759874
2.350000,48.149615,56.085051
2.360000,48.712091,56.410251
2.370000,49.277820,56.735479
2.380000,49.846801,57.060737
2.390000,50.419035,57.386031
2.400000,50.994521,57.711363
2.410000,51.573262,58.036738
2.420000,52.155256,58.362156
2.430000,52.740505,58.687622
2.440000,53.329009,59.013137
2.450000,53.920768,59.338705
2.460000,54.515783,59.664328
2.470000,55.114055,59.990007
2.480000,55.715583,60.315743
2.490000,56.320370,60.641538
2.500000,56.928414,60.967394
2.510000,57.539718,61.293313
2.520000,58.154281,61.619305
2.530000,58.772104,61.945379
2.540000,59.393189,62.271546
2.550000,60.017536,62.597815
2.560000,60.645146,62.924198
2.570000,61.276020,63.250696
2.580000,61.910160,63.577304
2.590000,62.547567,63.904017
2.600000,63.188241,64.230832
2.610000,63.832183,64.557745
2.620000,64.479396,64.884757
2.630000,65.129879,65.211865
2.640000,65.783633,65.539067
2.650000,66.440660,65.866363
2.660000,67.100961,66.193752
2.670000,67.764536,66.521237
2.680000,68.431386,66.848820
2.690000,69.101513,67.176502
2.700000,69.774916,67.504285
2.710000,70.451599,67.832166
2.720000,71.131560,68.160140
2.730000,71.814802,68.488205
2.740000,72.501324,68.816361
2.750000,73.191129,69.144606
2.760000,73.884217,69.472934
2.770000,74.580588,69.801337
2.780000,75.280244,70.129813
2.790000,75.983184,70.458361
2.800000,76.689411,70.786981
2.810000,77.398924,71.115675
2.820000,78.111725,71.444449
2.830000,78.827814,71.773309
2.840000,79.547191,72.102254
2.850000,80.269859,72.431280
2.860000,80.995817,72.760375
2.870000,81.725066,73.089534
2.880000,82.457608,73.418751
2.890000,83.193441,73.748023
2.900000,83.932568,74.077346
2.910000,84.674989,74.406712
2.920000,85.420703,74.736112
2.930000,86.169711,75.065536
2.940000,86.922013,75.394975
2.950000,87.677610,75.724416
2.960000,88.436501,76.053841
2.970000,89.198686,76.383225
2.980000,89.964164,76.712542
2.990000,90.732935,77.041768
3.000000,91.504999,77.370882
3.010000,92.280353,77.699883
3.020000,93.058997,78.028780
3.030000,93.840930,78.357581
3.040000,94.626151,78.686294
3.050000,95.414658,79.014926
3.060000,96.206450,79.343481
3.070000,97.001527,79.671962
3.080000,97.799889,80.000371
3.090000,98.601534,80.328711
3.100000,99.406463,80.656988
3.110000,100.214674,80.985217
3.120000,101.026168,81.313418
3.130000,101.840944,81.641610
3.140000,102.659001,81.969810
3.150000,103.480341,82.298031
3.160000,104.304962,82.626271
3.170000,105.132865,82.954522
3.180000,105.964051,83.282779
3.190000,106.798519,83.611036
3.200000,107.636271,83.939288
3.210000,108.477305,84.267538
3.220000,109.321622,84.595786
3.230000,110.169221,84.924035
3.240000,111.020103,85.252287
3.250000,111.874267,85.580541
3.260000,112.731714,85.908796
3.270000,113.592443,86.237051
3.280000,114.456455,86.565303
3.290000,115.323749,86.893551
3.300000,116.194326,87.221799
3.310000,117.068185,87.550055
3.320000,117.945328,87.878330
3.330000,118.825753,88.206633
3.340000,119.709461,88.534975
3.350000,120.596453,88.863359
3.360000,121.486728,89.191782
3.370000,122.380288,89.520241
3.380000,123.277132,89.848733
3.390000,124.177262,90.177257
3.400000,125.080677,90.505811
3.410000,125.987378,90.834400
3.420000,126.897365,91.163025
3.430000,127.810639,91.491690
3.440000,128.727200,91.820398
3.450000,129.647047,92.149151
3.460000,130.570183,92.477953
3.470000,131.496607,92.806806
3.480000,132.426319,93.135711
3.490000,133.359321,93.464667
3.500000,134.295613,93.793672
3.510000,135.235194,94.122721
3.520000,136.178067,94.451807
3.530000,137.124231,94.780924
3.540000,138.073685,95.110066
3.550000,139.026432,95.439226
3.560000,139.982470,95.768397
3.570000,140.941799,96.097574
3.580000,141.904421,96.426751
3.590000,142.870334,96.755922
3.600000,143.839539,97.085083
3.610000,144.812035,97.414226
3.620000,145.787823,97.743346
3.630000,146.766902,98.072438
3.640000,147.749271,98.401499
3.650000,148.734931,98.730526
3.660000,149.723881,99.059517
3.670000,150.716121,99.388468
3.680000,151.711651,99.717377
3.690000,152.710469,100.046237
3.700000,153.712575,100.375044
3.710000,154.717969,100.703792
3.720000,155.726651,101.032474
3.730000,156.738619,101.361084
3.740000,157.753872,101.689614
3.750000,158.772411,102.018059
3.760000,159.794233,102.346415
3.770000,160.819339,102.674674
3.780000,161.847726,103.002821
3.790000,162.879394,103.330843
3.800000,163.914342,103.658728
3.810000,164.952568,103.986465
3.820000,165.994071,104.314048
3.830000,167.038849,104.641472
3.840000,168.086900,104.968736
3.850000,169.138223,105.295837
3.860000,170.192817,105.622775
3.870000,171.250678,105.949551
3.880000,172.311807,106.276172
3.890000,173.376202,106.602644
3.900000,174.443860,106.928972
3.910000,175.514781,107.255141
3.920000,176.588962,107.581136
3.930000,177.666402,107.906940
3.940000,178.747099,108.232536
3.950000,179.831051,108.557905
3.960000,180.918256,108.883031
3.970000,182.008711,109.207913
3.980000,183.102413,109.532547
3.990000,184.199361,109.856937
4.000000,185.299552,110.181091
4.010000,186.402983,110.505023
4.020000,187.509652,110.828745
4.030000,188.619558,111.152270
4.040000,189.732697,111.475612
4.050000,190.849069,111.798786
4.060000,191.968672,112.121812
4.070000,193.091505,112.444709
4.080000,194.217566,112.767497
4.090000,195.346854,113.090194
4.100000,196.479368,113.412811
4.110000,197.615109,113.735359
4.120000,198.754074,114.057847
4.130000,199.896264,114.380284
4.140000,201.041679,114.702674
4.150000,202.190317,115.025021
4.160000,203.342178,115.347328
4.170000,204.497262,115.669587
4.180000,205.655568,115.991783
4.190000,206.817096,116.313901
4.200000,207.981845,116.635924
4.210000,209.149813,116.957830
4.220000,210.321000,117.279597
4.230000,211.495404,117.601201
4.240000,212.673023,117.922620
4.250000,213.853855,118.243839
4.260000,215.037898,118.564843
4.270000,216.225151,118.885620
4.280000,217.415610,119.206158
4.290000,218.609273,119.526454
4.300000,219.806138,119.846504
4.310000,221.006203,120.166305
4.320000,222.209464,120.485854
4.330000,223.415920,120.805149
4.340000,224.625568,121.124188
4.350000,225.838405,121.442970
4.360000,227.054428,121.761490
4.370000,228.273635,122.079743
4.380000,229.496023,122.397725
4.390000,230.721590,122.715429
4.400000,231.950332,123.032850
4.410000,233.182246,123.349980
4.420000,234.417330,123.666812
