Altitude (m),Velocidade (m/s)
1360,216.87486781677103
1361,216.801430111388
1362,216.72799111807777
1363,216.6545461020297
1364,216.5811010204252
1365,216.5076491448562
1366,216.4341972692872
1367,216.36074040151001
1368,216.2872826147424
1369,216.2138205040188
1370,216.1403563687713
1371,216.06688944823787
1372,215.993419949007
1373,215.91994852127468
1374,215.8464736501735
1375,215.77299770816623
1376,215.699517491355
1377,215.62603704597169
1378,215.55255154376803
1379,215.47906604156438
1380,215.40557587066309
1381,215.33208510941276
1382,215.25859150608176
1383,215.18509687188467
1384,215.1116000220165
1385,215.0381015775182
1386,214.9646021053466
1387,214.89110127502718
1388,214.81759951936493
1389,214.74409540266504
1390,214.67059103231338
1391,214.59708502233676
1392,214.52357901236013
1393,214.45007030932845
1394,214.37656157347726
1395,214.30305053491148
1396,214.22953906917616
1397,214.15602571196496
1398,214.08251154665882
1399,214.00899510402138
1400,213.935476867472
1401,213.86195694874615
1402,213.78843470373155
1403,213.71491107478573
1404,213.64138391374124
1405,213.567855971215
1406,213.4943234185218
1407,213.42079080816535
1408,213.34725245609303
1409,213.2737141040207
1410,213.20017066124072
1411,213.12662650125287
1412,213.05307701279165
1413,212.97952569712882
1414,212.9059702887
1415,212.83241231114624
1416,212.75885086534413
1417,212.6852857459809
1418,212.61171791894472
1419,212.5381452460182
1420,212.46457070191545
1421,212.39098999349963
1422,212.31740841684723
1423,212.24381973044228
1424,212.17023104403734
1425,212.09663497619326
1426,212.02303880624373
1427,211.94943495516176
1428,211.87582990984603
1429,211.8022192638929
1430,211.72860671194607
1431,211.65498893025583
1432,211.58136805468158
1433,211.5077428927467
1434,211.43411364646974
1435,211.36048145881185
1436,211.28684481080478
1437,211.2132058061664
1438,211.13956086810154
1439,211.06591465987063
1440,210.99226236739227
1441,210.91860955802633
1442,210.8449490215959
1443,210.77128848516546
1444,210.6976214291422
1445,210.6239540604973
1446,210.55028011881532
1447,210.47660499290996
1448,210.4029245073745
1449,210.32924215814091
1450,210.25555549584183
1451,210.181866388309
1452,210.10817369101153
1453,210.0344778853693
1454,209.96077916018254
1455,209.88707664655206
1456,209.81337188698984
1457,209.73966269060998
1458,209.66595202878014
1459,209.59223668720884
1460,209.51852046922204
1461,209.4447989733934
1462,209.37107720697054
1463,209.29735006081395
1464,209.22362291465734
1465,209.14989043227607
1466,209.07615769795814
1467,209.0024193048878
1468,208.9286800171741
1469,208.85493607737496
1470,208.78119077606053
1471,208.7074400344037
1472,208.63368679381162
1473,208.55992768947937
1474,208.486164650413
1475,208.41239606501026
1476,208.3386222177851
1477,208.2648425305833
1478,208.19105508395842
1479,208.11726240755846
1480,208.04345989960544
1481,207.96965286741928
1482,207.8958333875032
1483,207.82201054779378
1484,207.74817314372214
1485,207.67433376771845
1486,207.60047841300292
1487,207.52662245195165
1488,207.4527491556549
1489,207.37887585935817
1490,207.30498764051865
1491,207.23109878807733
1492,207.157197934427
1493,207.08329554085182
1494,207.00938285562466
1495,206.93546783140403
1496,206.8615437716265
1497,206.7876166172691
1498,206.71368260251307
1499,206.6397453068979
1500,206.5658018199129
1501,206.49185436803438
1502,206.41790247414139
1503,206.34394686078576
1504,206.26998753620632
1505,206.19602419832788
1506,206.12205787355586
1507,206.04808739264777
1508,205.9741146894014
1509,205.90013799019687
1510,205.82615975623565
1511,205.75217790932834
1512,205.67819470603672
1513,205.60420721747164
1514,205.53021888062804
1515,205.45622678745926
1516,205.382234092235
1517,205.3082373516042
1518,205.23424026370708
1519,205.16023897693162
1520,205.08623757748612
1521,205.01223173783364
1522,204.93822589818117
1523,204.86421517406478
1524,204.79020432277818
1525,204.71618843834418
1526,204.6421721518106
1527,204.56815194034684
1528,204.49413118823557
1529,204.42010592398466
1530,204.34607975744657
1531,204.2720497546399
1532,204.1980187277221
1533,204.12398443182803
1534,204.04994902727634
1535,203.97590917036902
1536,203.90186745675516
1537,203.8278222360898
1538,203.75377525807144
1539,203.67972373442973
1540,203.60566952005885
1541,203.5316104794843
1542,203.45754810801617
1543,203.3834811891208
1544,203.30941064846516
1545,203.23533507434493
1546,203.1612549124542
1547,203.08716955197508
1548,203.01307880607865
1549,202.93898275653186
1550,202.86488049825428
1551,202.79077324680537
1552,202.71665942252338
1553,202.6425403469171
1554,202.56841353186417
1555,202.4942818094704
1556,202.42014202099213
1557,202.34599746097524
1558,202.27184418549737
1559,202.19768613865136
1560,202.12351844014637
1561,202.04934641513873
1562,201.97516473053204
1563,201.90097888130154
1564,201.82678280465757
1565,201.75258281354283
1566,201.67837228670516
1567,201.6041581039801
1568,201.52993317912342
1569,201.4557048249785
1570,201.38146551757484
1571,201.30722308878248
1572,201.23296987435975
1573,201.15871360249417
1574,201.08444596310935
1575,201.01017554288893
1576,200.9358940656097
1577,200.86160973731432
1578,200.7873133685675
1579,200.71301427763726
1580,200.63870306933194
1581,200.56438940818342
1582,200.4900643357406
1583,200.41573671781362
1584,200.34139683657335
1585,200.26705462050268
1586,200.1927008702735
1587,200.11834473946183
1588,200.04397667407224
1589,199.96960648751173
1590,199.89522562355256
1591,199.82084262342102
1592,199.74644894183788
1593,199.67205318725476
1594,199.59764724447825
1595,199.5232392644906
1596,199.44882154361258
1597,199.374401815156
1598,199.29997283769086
1599,199.2255418721805
1600,199.15110216082527
1601,199.07666036872195
1602,199.0022099074797
1603,198.9277573816665
1604,198.8532967696754
1605,198.77883396700597
1606,198.7043631516711
1607,198.6298899141756
1608,198.55540845170012
1609,198.48092453312333
1610,198.40643291160387
1611,198.33193868942737
1612,198.25743696885726
1613,198.18293218184874
1614,198.1084193001224
1615,198.0339033196548
1616,197.95937987812982
1617,197.88485280276848
1618,197.81031777475263
1619,197.7357788688412
1620,197.6612322747539
1621,197.58668154260053
1622,197.5121234029244
1623,197.4375604464653
1624,197.36298973075927
1625,197.28841387813497
1626,197.21383060542834
1627,197.1392418747569
1628,197.06464610198768
1629,196.99004402699043
1630,196.91543472001962
1631,196.8408187069847
1632,196.76619588351124
1633,196.69156566288362
1634,196.6169288321687
1635,196.54228385995688
1636,196.4676325301833
1637,196.39297254010557
1638,196.31830668960941
1639,196.24363133872598
1640,196.1689504742164
1641,196.094259209906
1642,196.01956283700864
1643,195.94485546560745
1644,195.8701435992629
1645,195.79541970220654
1646,195.7206918084614
1647,195.6459508436642
1648,195.5712064637797
1649,195.49644830410872
1650,195.42168745166916
1651,195.3469115690443
1652,195.27213366920003
1653,195.1973394810273
1654,195.12254403424805
1655,195.04773200557608
1656,194.9729191229002
1657,194.89808920837908
1658,194.82325794548106
1659,194.7484104824234
1660,194.67356075730586
1661,194.5986957963377
1662,194.52382753124655
1663,194.44894453191554
1664,194.3740573554751
1665,194.29915684389388
1666,194.22425132748103
1667,194.14933386955545
1668,194.07441039681655
1669,193.99947592852791
1670,193.92453464820449
1671,193.84958369845546
1672,193.77462544327483
1673,193.69965909704158
1674,193.62468474622662
1675,193.5497034969627
1676,193.47471389629212
1677,193.39971875549915
1678,193.32471441671515
1679,193.2497054799358
1680,193.17468710865555
1681,193.09966531293682
1682,193.02463369642572
1683,192.94959965716194
1684,192.87455492554477
1685,192.79950862435163
1686,192.72445077559283
1687,192.64939204532854
1688,192.57432184015497
1689,192.49925057314078
1690,192.42416860984642
1691,192.34908471804582
1692,192.27399113514423
1693,192.19889458754483
1694,192.12378880805537
1695,192.04867911250895
1696,191.97356115720984
1697,191.8984385295786
1698,191.8233089405368
1699,191.74817349028024
1700,191.67303176757474
1701,191.5978832121382
1702,191.52272941597653
1703,191.44756773177414
1704,191.37240180473762
1705,191.29722696486104
1706,191.22204892798746
1707,191.14686054144175
1708,191.07166993198857
1709,190.99646784129226
1710,190.92126461761006
1711,190.84604940899305
1712,190.77083292661484
1713,190.69560407971375
1714,190.62037289797058
1715,190.5451315207231
1716,190.46988603114653
1717,190.39463000405263
1718,190.31936729527723
1719,190.2440935220603
1720,190.16881008303295
1721,190.09351590722224
1722,190.0182049128763
1723,189.94288135586245
1724,189.8675299150425
1725,189.79216489684623
1726,189.71676893012364
1727,189.64136392990224
1728,189.56592477173317
1729,189.49048082399295
1730,189.41500014907749
1731,189.339515693401
1732,189.26399895739945
1733,189.18847564874636
1734,189.1129251196706
1735,189.03736514395288
1736,188.96178345635113
1737,188.88618951174024
1738,188.8105781670467
1739,188.7349526665183
1740,188.65931434964733
1741,188.58366049516601
1742,188.5079978169607
1743,188.43231918188664
1744,188.35663528985728
1745,188.28093486997983
1746,188.205231936936
1747,188.12951283366016
1748,188.05379206076105
1749,187.97805897850424
1750,187.90232341043216
1751,187.8265792320242
1752,187.7508319778334
1753,187.67507889814866
1754,187.5993226600442
1755,187.52356283858612
1756,187.4477996468616
1757,187.37203414051947
1758,187.29626572288507
1759,187.22049616537296
1760,187.14472460049566
1761,187.068952669743
1762,186.99317950457387
1763,186.91740623039638
1764,186.84163229934308
1765,186.7658580877368
1766,186.6900829676327
1767,186.6143080163444
1768,186.53853335396278
1769,186.46275811263035
1770,186.3869822994842
1771,186.3112061449914
1772,186.2354297974883
1773,186.15965139903378
1774,186.08387240824206
1775,186.00809152554663
1776,185.9323102383981
1777,185.85652499526594
1778,185.78073872944003
1779,185.7049482605107
1780,185.6291552907545
1781,185.5533574327449
1782,185.4775558022534
1783,185.40175012732962
1784,185.32593781397253
1785,185.25012157108858
1786,185.17429590006523
1787,185.0984674939275
1788,185.02262591708845
1789,184.94678212635984
1790,184.8709241345456
1791,184.79506208121867
1792,184.7191859945681
1793,184.64330268213854
1794,184.5674074308463
1795,184.49150059162926
1796,184.415583518284
1797,184.33965107111314
1798,184.26371160003592
1799,184.1877509258651
1800,184.11178627329087
1801,184.03579601019874
1802,183.9598013441097
1803,183.88378372386504
1804,183.8077569595608
1805,183.7317109349116
1806,183.65565058551834
1807,183.57957498262417
1808,183.50347988218311
1809,183.4273741939177
1810,183.35124488877264
1811,183.27511016017047
1812,183.19894960829086
1813,183.12278527568782
1814,183.04660220777126
1815,182.97041373098466
1816,182.89421360732737
1817,182.8180075520487
1818,182.74179527043992
1819,182.66557392301678
1820,182.5893479058459
1821,182.51310950831007
1822,182.43686851712883
1823,182.36061332090188
1824,182.2843552932552
1825,182.20808477648785
1826,182.13180828384756
1827,182.05552128291396
1828,181.97922536286563
1829,181.90292189451617
1830,181.82660535548584
1831,181.7502837864831
1832,181.6739453701011
1833,181.59760358752638
1834,181.52124530950837
1835,181.44488166040892
1836,181.36850362865084
1837,181.29211704235956
1838,181.21572033005256
1839,181.13931088543688
1840,181.062894444128
1841,180.9864615556166
1842,180.91002488846053
1843,180.8335678348996
1844,180.7571061613297
1845,180.68062771170614
1846,180.60414006463827
1847,180.5276391209411
1848,180.45112489636264
1849,180.37460193598284
1850,180.2980596539762
1851,180.22151250942812
1852,180.14494128203305
1853,180.06836524023703
1854,179.99176965866377
1855,179.91516409079452
1856,179.83854318700776
1857,179.76190682131272
1858,179.68525995747825
1859,179.6085924422748
1860,179.53191964919827
1861,179.4552209165333
1862,179.37851669011357
1863,179.3017914912157
1864,179.22505529227945
1865,179.14830354369792
1866,179.07153524418473
1867,178.9947569051128
1868,178.91795651764878
1869,178.8411505601533
1870,178.76431964856968
1871,178.68748196792518
1872,178.61062451558428
1873,178.53375535284263
1874,178.45687291346272
1875,178.3799726872822
1876,178.3030642304187
1877,178.22613278771544
1878,178.14919591690534
1879,178.07223750774412
1880,177.99527106652386
1881,177.91828881225067
1882,177.84129295894965
1883,177.76428630374804
1884,177.6872614503317
1885,177.61023138630858
1886,177.53317919584097
1887,177.456121846017
1888,177.37904692209986
1889,177.30196243315424
1890,177.2248663895819
1891,177.14775563319085
1892,177.0706379598638
1893,176.99350115018356
1894,176.91635964352466
1895,176.83920091577122
1896,176.7620350115158
1897,176.68485690619355
1898,176.6076667804997
1899,176.53046874509377
1900,176.4532544716333
1901,176.3760356699039
1902,176.29879938340284
1903,176.2215574520381
1904,176.14430293471636
1905,176.0670381268696
1906,175.9897648263846
1907,175.91247712537373
1908,175.83518500479548
1909,175.75787466369536
1910,175.68055936866543
1911,175.60323072691997
1912,175.5258924323496
1913,175.448545024006
1914,175.37118377559005
1915,175.29381803033388
1916,175.2164330457568
1917,175.13904314818248
1918,175.0616387827928
1919,174.9842246839623
1920,174.90680095197118
1921,174.82936221625386
1922,174.75191845790243
1923,174.6744537014213
1924,174.59698365214413
1925,174.51949838007485
1926,174.44200232924612
1927,174.36449602528694
1928,174.28697258622472
1929,174.209443413616
1930,174.13189260649614
1931,174.0543353181096
1932,173.97676169974872
1933,173.89917533906586
1934,173.82157829891202
1935,173.7439624398791
1936,173.66634036024533
1937,173.58869534935272
1938,173.51104217611118
1939,173.43337256982903
1940,173.355688306583
1941,173.27799415630273
1942,173.20027823389478
1943,173.1225557098243
1944,173.0448123120934
1945,172.96705880814199
1946,172.88929021835762
1947,172.81150509582827
1948,172.73371189850843
1949,172.65589539565718
1950,172.57807203793996
1951,172.50022897603517
1952,172.42237346518283
1953,172.3445051000763
1954,172.2666178204313
1955,172.18872367903015
1956,172.11080539629177
1957,172.03287872731147
1958,171.95493457787583
1959,171.87697550350086
1960,171.7990066561271
1961,171.7210148673807
1962,171.64301585363532
1963,171.56499579176662
1964,171.48696427565827
1965,171.4089189064252
1966,171.3308552606904
1967,171.25278448442384
1968,171.17468842740112
1969,171.09658479330997
1970,171.01846452499734
1971,170.94032897128375
1972,170.8621833293892
1973,170.78401607502323
1974,170.70584163654914
1975,170.62764697789558
1976,170.54944128097844
1977,170.47122356835555
1978,170.3929879932788
1979,170.31474550246747
1980,170.2364804907438
1981,170.15820657566405
1982,170.07991731699784
1983,170.00161110120115
1984,169.923296381034
1985,169.84495479283163
1986,169.7666046516424
1987,169.68823367810347
1988,169.60984482717538
1989,169.53144251003167
1990,169.45301269984319
1991,169.37457297561158
1992,169.29610605188094
1993,169.21762322483028
1994,169.13912362615565
1995,169.0605985230538
1996,168.9820635520314
1997,168.9035003647027
1998,168.82492457549802
1999,168.74633102322753
2000,168.66771625391766
2001,168.58909238532215
2002,168.51044161333442
2003,168.4317810920469
2004,168.35310287703268
2005,168.27440660889928
2006,168.19570150195233
2007,168.11697162155122
2008,168.03823371442093
2009,167.95947836162128
2010,167.8807076699741
2011,167.80192787131557
2012,167.72312644925472
2013,167.64431751435444
2014,167.56549155056933
2015,167.48665241187967
2016,167.4078043242496
2017,167.3289363390452
2018,167.25006132218425
2019,167.17117012539853
2020,167.09226682671692
2021,167.0133545992122
2022,166.93442398494068
2023,166.8554866331583
2024,166.77653368000614
2025,166.69756916229343
2026,166.61859582172053
2027,166.5396041791708
2028,166.46060571824987
2029,166.38159164846942
2030,166.30256593869447
2031,166.22353147974252
2032,166.14447801652477
2033,166.0654173125757
2034,165.98634036188383
2035,165.90725110034361
2036,165.82815315474176
2037,165.74903463082842
2038,165.66990852567534
2039,165.59076626643795
2040,165.51160960700892
2041,165.43244388196413
2042,165.35325576179173
2043,165.27405917022529
2044,165.1948454789969
2045,165.11561530469424
2046,165.03637631810844
2047,164.95711213183583
2048,164.8778386349014
2049,164.79854799983863
2050,164.7192383319851
2051,164.63991907872872
2052,164.56057364543855
2053,164.4812165668723
2054,164.40184278115822
2055,164.32244684365568
2056,164.2430405041611
2057,164.16360819624018
2058,164.08416105293824
2059,164.0046979144719
2060,163.92520881803097
2061,163.84570846905612
2062,163.7661830088207
2063,163.6866394621248
2064,163.60708189869086
2065,163.52749567052922
2066,163.44789761435075
2067,163.36827630301582
2068,163.28863385369252
2069,163.20897960693344
2070,163.12929449072763
2071,163.04959671256807
2072,162.96987938420767
2073,162.89013740400034
2074,162.810383430986
2075,162.73060147504086
2076,162.65080317510257
2077,162.5709889505978
2078,162.49114619033026
2079,162.4112912839238
2080,162.3314122692484
2081,162.2515131961905
2082,162.1716021238252
2083,162.09165887628888
2084,162.01170304159515
2085,161.9317273658861
2086,161.85172720805568
2087,161.7717147012967
2088,161.69167401343688
2089,161.61161629762142
2090,161.53154364438592
2091,161.45144172909423
2092,161.37132731011044
2093,161.29119015101693
2094,161.21103139489284
2095,161.13086046769277
2096,161.05066050792314
2097,160.970446200022
2098,160.8902154603764
2099,160.8099583086568
2100,160.72968906391694
2101,160.64939661614176
2102,160.56908475251268
2103,160.48876095674677
2104,160.40840804923042
2105,160.32804203249069
2106,160.24765877203188
2107,160.16725091194016
2108,160.0868312204633
2109,160.00638855806554
2110,159.92592726542097
2111,159.84545407505283
2112,159.76495259617582
2113,159.68443859095123
2114,159.603907971139
2115,159.5233535512223
2116,159.4427874232834
2117,159.36219905845755
2118,159.28159230387087
2119,159.20097391986351
2120,159.12032845452146
2121,159.03966952435843
2122,158.9589947853755
2123,158.878295725209
2124,158.7975848021948
2125,158.716852837081
2126,158.6361014197897
2127,158.55533826766435
2128,158.47454899321642
2129,158.39374439067032
2130,158.3129257605977
2131,158.23207963352735
2132,158.15122146160604
2133,158.07034476348568
2134,157.98944487773016
2135,157.9085323901333
2136,157.82759568909873
2137,157.74664048347745
2138,157.6656725860252
2139,157.58467579023826
2140,157.50366475561492
2141,157.42263720434246
2142,157.3415818188698
2143,157.26051325188476
2144,157.179423610021
2145,157.09831062536315
2146,157.01718404250053
2147,156.9360308858578
2148,156.8548584242021
2149,156.77367211511702
2150,156.69245470261632
2151,156.6112217121828
2152,156.52997089393972
2153,156.44869109698365
2154,156.36739707256515
2155,156.28608125077142
2156,156.20473999018589
2157,156.12338404964214
2158,156.04200114248735
2159,155.96059517115742
2160,155.87917344740032
2161,155.7977182587922
2162,155.71624207256573
2163,155.63474741727248
2164,155.5532136916789
2165,155.47166051690178
2166,155.3900817980829
2167,155.30846436157734
2168,155.22682713405277
2169,155.14515956633366
2170,155.06345893236005
2171,154.9817391458206
2172,154.89998646922464
2173,154.81820537522157
2174,154.7364050481574
2175,154.65456827691727
2176,154.5727086185634
2177,154.4908305519811
2178,154.4089127540517
2179,154.32697656917512
2180,154.24502007589504
2181,154.16302760238443
2182,154.08101790255301
2183,153.99898539230793
2184,153.9169215813498
2185,153.83484100046033
2186,153.752735474482
2187,153.6706034506299
2188,153.5884553971271
2189,153.50628068329766
2190,153.42408327405283
2191,153.3418706649301
2192,153.2596305031479
2193,153.17737064738176
2194,153.09509622491169
2195,153.0127938278338
2196,152.9304743553476
2197,152.8481408682841
2198,152.76578006542368
2199,152.68340457080012
2200,152.60101520180476
2201,152.51859951462959
2202,152.4361712099225
2203,152.35372861208702
2204,152.27126159905785
2205,152.18878246918086
2206,152.1062885466531
2207,152.02377138663448
2208,151.94124223094963
2209,151.85869758095123
2210,151.77613130216622
2211,151.6935525802041
2212,151.61095659329402
2213,151.5283398247866
2214,151.44571075839633
2215,151.36306403427355
2216,151.28039620608567
2217,151.19771537393538
2218,151.1150152623966
2219,151.03229467283816
2220,150.9495606429644
2221,150.86680569657977
2222,150.78402985678406
2223,150.7012400483862
2224,150.61842831377564
2225,150.53559504809547
2226,150.4527470744489
2227,150.36987581391432
2228,150.28698230667746
2229,150.20407333935333
2230,150.12113980179342
2231,150.0381827236489
2232,149.9552093806912
2233,149.87221080153424
2234,149.78918766631216
2235,149.70614721799865
2236,149.6230795937991
2237,149.53998613358343
2238,149.45687453357854
2239,149.37373495744836
2240,149.2905676889348
2241,149.20738097076804
2242,149.1241646216683
2243,149.04091897982707
2244,148.95765323694425
2245,148.87435801201067
2246,148.79103099946434
2247,148.70768287905102
2248,148.62430520793802
2249,148.54089410176357
2250,148.45746118870986
2251,148.37399888708913
2252,148.29050180653363
2253,148.20698247972754
2254,148.1234345896499
2255,148.03984924643228
2256,147.956241553552
2257,147.8726073384057
2258,147.78893440070064
2259,147.70523844869712
2260,147.6215169421041
2261,147.53775404744525
2262,147.45396852042674
2263,147.37016022139744
2264,147.28630893168202
2265,147.20243450307234
2266,147.1185369523355
2267,147.03459910877103
2268,146.95063609475713
2269,146.86665018932138
2270,146.7826264150867
2271,146.69857514961168
2272,146.61450124246664
2273,146.5303927274995
2274,146.4462542284975
2275,146.3620933289542
2276,146.277901212017
2277,146.1936765332648
2278,146.10942994424852
2279,146.02515611231286
2280,145.94084707892526
2281,145.85651617833435
2282,145.77216115679883
2283,145.68776938693972
2284,145.60335610187394
2285,145.518921232637
2286,145.4344485834363
2287,145.34995460868933
2288,145.26544056109313
2289,145.18089522674612
2290,145.0963287594721
2291,145.01174557738966
2292,144.92713990307308
2293,144.8425141788267
2294,144.75787518528813
2295,144.6732208298884
2296,144.58854972935652
2297,144.5038689411264
2298,144.41917843247117
2299,144.33447248811967
2300,144.24975707776304
2301,144.1650320989701
2302,144.0802911818236
2303,143.99553778406306
2304,143.91077326353374
2305,143.82599213415205
2306,143.74119242225115
2307,143.65637901781312
2308,143.57154936155024
2309,143.48669493477746
2310,143.40182435061834
2311,143.31693731532795
2312,143.23201914957096
2313,143.14708151021222
2314,143.06212488567215
2315,142.97713853100808
2316,142.89212455799387
2317,142.8070888441042
2318,142.72202648282973
2319,142.6369273810258
2320,142.55180345729286
2321,142.46665438165857
2322,142.38146225505395
2323,142.2962409428727
2324,142.21099179016954
2325,142.12570288183548
2326,142.04037554574222
2327,141.9550180992476
2328,141.8696257971813
2329,141.78418358282468
2330,141.69870891175557
2331,141.61320147991069
2332,141.5276421811525
2333,141.4420439642942
2334,141.35641137669202
2335,141.27073445349535
2336,141.18500738731532
2337,141.0992444559985
2338,141.01344522527188
2339,140.92758590846867
2340,140.8416886776884
2341,140.75575476452067
2342,140.66977123776766
2343,140.58373766262565
2344,140.4976671343366
2345,140.41155896966205
2346,140.32538943789098
2347,140.23918285843888
2348,140.1529392444725
2349,140.06664522313753
2350,139.98030415710997
2351,139.8939268992646
2352,139.8075122921824
2353,139.72103906301453
2354,139.63453103908978
2355,139.54798817840071
2356,139.46139848449255
2357,139.3747646533004
2358,139.28809704846822
2359,139.20139558991488
2360,139.11464152067893
2361,139.0278552820459
2362,138.9410374778586
2363,138.85418021405138
2364,138.76728210984894
2365,138.6803540808393
2366,138.5933962284383
2367,138.5063951420977
2368,138.41936284243164
2369,138.33230298334897
2370,138.2452125349247
2371,138.15808328234274
2372,138.07092806688843
2373,137.9837472086179
2374,137.89653237627485
2375,137.8092869899765
2376,137.72201794345
2377,137.6347258269114
2378,137.54739651463413
2379,137.4600440427098
2380,137.37266904160245
2381,137.28526781424407
2382,137.19783555969437
2383,137.11038177500097
2384,137.02290648228993
2385,136.9354019103111
2386,136.8478719091643
2387,136.76032062996924
2388,136.67274776012542
2389,136.58514334367175
2390,136.49751631751806
2391,136.40986797706069
2392,136.32219643079048
2393,136.23449376048896
2394,136.1467688635225
2395,136.05902189379702
2396,135.9712487330281
2397,135.88344464260476
2398,135.79561790453388
2399,135.70776835720562
2400,135.61988740707116
2401,135.5319770043278
2402,135.44404213083277
2403,135.35608256156715
2404,135.26808779424772
2405,135.18006362692736
2406,135.0920129055169
2407,135.00393535870955
2408,134.91581673392122
2409,134.8276692596753
2410,134.7394933522356
2411,134.65128746798314
2412,134.56303747977563
2413,134.47475691820176
2414,134.38644529530154
2415,134.2980993396997
2416,134.2097077775091
2417,134.1212835260224
2418,134.0328260297321
2419,133.94433050074105
2420,133.85578756951105
2421,133.76720922383026
2422,133.67859522290615
2423,133.58994054357868
2424,133.50123620923588
2425,133.41249462668912
2426,133.3237155640755
2427,133.23489358242256
2428,133.14601913575405
2429,133.0571059413389
2430,132.9681537027742
2431,132.87915688789488
2432,132.790105575892
2433,132.70101409925834
2434,132.61188234469788
2435,132.52270619037714
2436,132.43347345546164
2437,132.34420007745538
2438,132.25488559604995
2439,132.16552707363337
2440,132.07610984901956
2441,131.98665160612947
2442,131.89715230399418
2443,131.8076118806692
2444,131.71801113257945
2445,131.62836827207158
2446,131.53868260093878
2447,131.4489533636171
2448,131.35916442219784
2449,131.2693264839846
2450,131.17944168948807
2451,131.0895086670477
2452,130.99951088009556
2453,130.9094527148395
2454,130.819343824172
2455,130.7291853814926
2456,130.63897149673573
2457,130.54869733675653
2458,130.45837647811945
2459,130.36800917582266
2460,130.2775935040389
2461,130.18711649344857
2462,130.0965962122031
2463,130.00603287256675
2464,129.91542676504207
2465,129.82476541887874
2466,129.7340605824326
2467,129.64331649257485
2468,129.55253367326335
2469,129.46170635943696
2470,129.37083298647593
2471,129.27992389886379
2472,129.18897976292362
2473,129.09800112999173
2474,129.00697610322754
2475,128.91591867659
2476,128.8248294138461
2477,128.73370888486636
2478,128.64255126987808
2479,128.55135827535082
2480,128.46013619843737
2481,128.36888520114948
2482,128.27760485293692
2483,128.18628586158596
2484,128.0949383860448
2485,128.0035630117155
2486,127.91216012753848
2487,127.8207247097264
2488,127.72925526970897
2489,127.63775857636236
2490,127.54623476471494
2491,127.45468369901097
2492,127.36309578692308
2493,127.2714796926025
2494,127.17983566826247
2495,127.088163626444
2496,126.99646293781912
2497,126.90472489096916
2498,126.8129586981684
2499,126.72116399669932
2500,126.62934035139318
2501,126.5374824886341
2502,126.44558927051243
2503,126.3536654854415
2504,126.26171064965753
2505,126.16972437214476
2506,126.0776985237464
2507,125.98563597545791
2508,125.89353973682083
2509,125.80140946621152
2510,125.7092449289394
2511,125.61703372709562
2512,125.52478403196659
2513,125.4324969202548
2514,125.34017181267237
2515,125.24780858870223
2516,125.15539367732542
2517,125.06293637799475
2518,124.97043839357949
2519,124.87789868921017
2520,124.7853156405565
2521,124.69267758702355
2522,124.59999283478314
2523,124.50726328336316
2524,124.41448808628441
2525,124.32166594655371
2526,124.22878495560425
2527,124.13585303505991
2528,124.04287239916026
2529,123.94984260603604
2530,123.85676342220485
2531,123.76362425097734
2532,123.67042780783206
2533,123.57718037261586
2534,123.48388103472826
2535,123.39052892257233
2536,123.29711859180388
2537,123.2036444587275
2538,123.1101162822207
2539,123.01653394425637
2540,122.92289730098776
2541,122.82920512925702
2542,122.73544646171591
2543,122.64163558720055
2544,122.54777365914015
2545,122.45386165017958
2546,122.35990068841902
2547,122.26588637561903
2548,122.1718235054278
2549,122.07771921517002
2550,121.9835739788784
2551,121.8893878416312
2552,121.79516000159128
2553,121.70088150743125
2554,121.60656107596145
2555,121.51219859190394
2556,121.41779341273481
2557,121.32334457943435
2558,121.2288459568607
2559,121.13429654750234
2560,121.03970263384133
2561,120.94506368468046
2562,120.85037958242428
2563,120.75565060708642
2564,120.66086698693668
2565,120.56603481390164
2566,120.47115588942408
2567,120.37622979045275
2568,120.28125639970312
2569,120.18623546818607
2570,120.09115652221958
2571,119.99602553240497
2572,119.90084481691346
2573,119.80561384581557
2574,119.71033216251936
2575,119.6149996300801
2576,119.5196056883544
2577,119.42415654994761
2578,119.32865544645662
2579,119.23310158432176
2580,119.1374942517753
2581,119.04183326777806
2582,118.9461101867694
2583,118.85032821107704
2584,118.75449046339101
2585,118.65859734887309
2586,118.56264872283062
2587,118.46664366677109
2588,118.37057879429267
2589,118.27444750870136
2590,118.17825868800362
2591,118.08201213113779
2592,117.98570770453249
2593,117.88934525563535
2594,117.79292452934747
2595,117.696435625737
2596,117.5998838574676
2597,117.50327343712105
2598,117.40660376115798
2599,117.30987440974603
2600,117.21308531356118
2601,117.11623624718584
2602,117.01931561608907
2603,116.92233462252278
2604,116.82529376137713
2605,116.72819305611739
2606,116.63103205307272
2607,116.53381037519284
2608,116.43652890997049
2609,116.33917440198918
2610,116.2417614073256
2611,116.14428867040455
2612,116.0467561799581
2613,115.94916401637849
2614,115.85151166909701
2615,115.75379786262774
2616,115.65601065050537
2617,115.55815647891504
2618,115.46023495020953
2619,115.36224404868547
2620,115.26418142775132
2621,115.16604442808641
2622,115.06783078527616
2623,114.96953628954186
2624,114.87115518915817
2625,114.77269617148481
2626,114.67416121047151
2627,114.57554989231252
2628,114.4768623817922
2629,114.37810031514515
2630,114.27926506874871
2631,114.18035015548122
2632,114.08135837358074
2633,113.98229589000874
