time,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,mag_x_T,mag_y_T,mag_z_T,pressure_Pa
2.08000000,0.08140286,-0.56982000,-46.98381338,-0.01065264,-0.00745685,-0.88523475,-0.00000840,-0.00001620,-0.00001500,85736.48000000
2.10000000,0.09097966,-0.58897361,-47.02690901,-0.00426106,0.00213053,-0.90121371,-0.00000780,-0.00001560,-0.00001440,85729.92000000
2.12000000,0.10055647,-0.56982000,-47.01254380,-0.00000000,0.00958738,-0.91825794,-0.00000660,-0.00001620,-0.00001440,85727.84000000
2.14000000,0.11492168,-0.56503159,-47.04127422,0.00426106,0.02024002,-0.93530217,-0.00000960,-0.00001500,-0.00001500,85704.48000000
2.16000000,0.12449849,-0.55545479,-47.05563943,0.00852212,0.02556635,-0.95128114,-0.00000720,-0.00001800,-0.00001440,85697.28000000
2.18000000,0.14844050,-0.55066638,-47.04606262,0.01171791,0.03834952,-0.96726011,-0.00000960,-0.00001440,-0.00001500,85692.80000000
2.20000000,0.16759412,-0.50757075,-47.03648582,0.01704423,0.04474111,-0.98217381,-0.00000960,-0.00001560,-0.00001440,85670.08000000
2.22000000,0.16759412,-0.47884033,-47.07000464,0.01704423,0.05326322,-0.99921804,-0.00000900,-0.00001500,-0.00001500,85661.12000000
2.24000000,0.20111294,-0.43574470,-47.02212061,0.01917476,0.05752428,-1.01626227,-0.00000900,-0.00001560,-0.00001620,85643.20000000
2.26000000,0.16280571,-0.40222588,-47.03169741,0.02130529,0.06498113,-1.03011071,-0.00000960,-0.00001680,-0.00001560,85632.64000000
2.28000000,0.17238252,-0.36870706,-47.04606262,0.02024002,0.07243798,-1.04822021,-0.00000900,-0.00001440,-0.00001500,85613.92000000
2.30000000,0.15322891,-0.30166941,-47.07000464,0.02024002,0.07776430,-1.06206864,-0.00001020,-0.00001440,-0.00001500,85608.32000000
2.32000000,0.14844050,-0.25857378,-47.05563943,0.02024002,0.08202536,-1.07911287,-0.00001260,-0.00001320,-0.00001560,85592.64000000
2.34000000,0.12449849,-0.17717092,-47.08915825,0.01810950,0.08628642,-1.09722237,-0.00001140,-0.00001320,-0.00001500,85575.04000000
2.36000000,0.08619126,-0.13886370,-47.04127422,0.02130529,0.08841695,-1.11000554,-0.00001200,-0.00001380,-0.00001440,85559.36000000
2.38000000,0.06224924,-0.07182605,-47.04606262,0.01810950,0.08948221,-1.12491924,-0.00001200,-0.00001440,-0.00001560,85558.08000000
2.40000000,0.00478840,-0.01436521,-47.04606262,0.01491370,0.09054748,-1.14089821,-0.00001260,-0.00001500,-0.00001380,85539.84000000
2.42000000,-0.03830723,0.06224924,-47.07000464,0.01491370,0.09161274,-1.15687718,-0.00001380,-0.00001260,-0.00001620,85525.76000000
2.44000000,-0.08619126,0.10534487,-47.04127422,0.01065264,0.08948221,-1.17498667,-0.00001320,-0.00001200,-0.00001440,85501.28000000
2.46000000,-0.13886370,0.16280571,-47.05563943,0.00958738,0.08522115,-1.18776985,-0.00001380,-0.00001140,-0.00001440,85511.52000000
2.48000000,-0.19153613,0.20590134,-47.02212061,0.00639159,0.08096010,-1.20481408,-0.00001260,-0.00001440,-0.00001380,85482.88000000
2.50000000,-0.26336218,0.23463176,-47.07000464,0.00426106,0.07563377,-1.21653199,-0.00001380,-0.00001200,-0.00001560,85462.08000000
2.52000000,-0.32082302,0.26336218,-47.00775540,0.00319579,0.06924219,-1.23464148,-0.00001500,-0.00001080,-0.00001440,85466.24000000
2.54000000,-0.36870706,0.30645781,-47.04127422,0.00106526,0.06178534,-1.24955518,-0.00001440,-0.00001200,-0.00001560,85457.12000000
2.56000000,-0.44053311,0.31603462,-47.06042783,-0.00000000,0.05113269,-1.26446889,-0.00001440,-0.00001140,-0.00001440,85424.16000000
2.58000000,-0.49320554,0.31603462,-47.07479304,-0.00106526,0.04474111,-1.28151312,-0.00001560,-0.00000960,-0.00001440,85413.60000000
2.60000000,-0.52672437,0.33039983,-47.05563943,-0.00106526,0.03408846,-1.29749208,-0.00001560,-0.00001020,-0.00001500,85405.44000000
2.62000000,-0.59376201,0.32082302,-47.07958145,-0.00213053,0.02450108,-1.30920999,-0.00001560,-0.00001020,-0.00001560,85389.92000000
2.64000000,-0.61291562,0.30645781,-47.11788867,-0.00106526,0.01491370,-1.32518896,-0.00001500,-0.00000960,-0.00001440,85372.16000000
2.66000000,-0.62728083,0.26815059,-47.12267708,-0.00106526,0.00532632,-1.34116792,-0.00001620,-0.00000960,-0.00001560,85357.28000000
2.68000000,-0.65122285,0.24420857,-47.11310027,-0.00000000,-0.00639159,-1.35501636,-0.00001680,-0.00000780,-0.00001440,85328.64000000
2.70000000,-0.62249243,0.22505496,-47.09394666,0.00213053,-0.01278317,-1.36993006,-0.00001860,-0.00000720,-0.00001500,85326.08000000
2.72000000,-0.61291562,0.18195933,-47.12267708,0.00426106,-0.02343582,-1.38590903,-0.00001740,-0.00000780,-0.00001560,85302.88000000
2.74000000,-0.56503159,0.14365210,-47.13225388,0.00639159,-0.03515373,-1.40082273,-0.00001740,-0.00000720,-0.00001380,85293.12000000
2.76000000,-0.53630117,0.10055647,-47.14183069,0.00745685,-0.04048005,-1.41467117,-0.00001800,-0.00000600,-0.00001500,85280.96000000
2.78000000,-0.45489832,0.06224924,-47.19929153,0.01278317,-0.04793690,-1.42958487,-0.00001980,-0.00000840,-0.00001500,85262.88000000
2.80000000,-0.41180269,0.02394202,-47.18492632,0.01597897,-0.05326322,-1.44449858,-0.00001740,-0.00000540,-0.00001440,85244.16000000
2.82000000,-0.33518823,0.01436521,-47.18971472,0.01917476,-0.05645902,-1.45941228,-0.00001740,-0.00000420,-0.00001320,85228.32000000
2.84000000,-0.23463176,0.01436521,-47.18971472,0.02024002,-0.05965481,-1.47645651,-0.00001680,-0.00000420,-0.00001560,85210.40000000
2.86000000,-0.12928689,-0.00478840,-47.22323354,0.02343582,-0.06178534,-1.49030495,-0.00001860,-0.00000300,-0.00001500,85179.04000000
2.88000000,-0.00478840,0.00957681,-47.22802195,0.02450108,-0.06178534,-1.50308812,-0.00001800,-0.00000420,-0.00001680,85183.36000000
2.90000000,0.05746084,0.02394202,-47.27111758,0.02663161,-0.06178534,-1.52119761,-0.00001740,-0.00000360,-0.00001440,85153.92000000
2.92000000,0.20111294,0.04309563,-47.29984800,0.02876214,-0.05858954,-1.53504605,-0.00001980,-0.00000180,-0.00001440,85146.40000000
2.94000000,0.29209260,0.05746084,-47.29027119,0.02876214,-0.05539375,-1.54995975,-0.00002040,-0.00000180,-0.00001500,85128.00000000
2.96000000,0.38307227,0.11492168,-47.31421321,0.02556635,-0.04900216,-1.56380819,-0.00001860,0.00000000,-0.00001500,85115.52000000
2.98000000,0.45010991,0.12928689,-47.31900161,0.02556635,-0.04474111,-1.57872189,-0.00001740,-0.00000180,-0.00001560,85090.08000000
3.00000000,0.50757075,0.18674773,-47.28548279,0.02130529,-0.03834952,-1.59363560,-0.00001860,0.00000120,-0.00001620,85073.76000000
3.02000000,0.56503159,0.25857378,-47.29984800,0.01810950,-0.03089267,-1.60854930,-0.00001800,0.00000120,-0.00001380,85048.48000000
3.04000000,0.59855042,0.31124622,-47.27590598,0.01491370,-0.02556635,-1.62452826,-0.00001800,0.00000240,-0.00001500,85039.36000000
3.06000000,0.63685764,0.34955344,-47.31421321,0.01065264,-0.01704423,-1.63944197,-0.00001860,0.00000120,-0.00001500,85012.96000000
3.08000000,0.61291562,0.37349546,-47.30463640,0.00532632,-0.00958738,-1.65222514,-0.00001800,0.00000240,-0.00001560,85005.28000000
3.10000000,0.58897361,0.41659109,-47.28548279,-0.00213053,-0.00532632,-1.66820411,-0.00001860,0.00000300,-0.00001440,84983.52000000
3.12000000,0.55066638,0.43574470,-47.33815522,-0.00852212,0.00319579,-1.68311781,-0.00001740,0.00000300,-0.00001380,84958.88000000
3.14000000,0.52193596,0.43574470,-47.33336682,-0.01491370,0.00958738,-1.69590098,-0.00001800,0.00000420,-0.00001500,84944.32000000
3.16000000,0.44532151,0.41659109,-47.38603926,-0.02024002,0.01384844,-1.71401048,-0.00001740,0.00000480,-0.00001380,84923.20000000
3.18000000,0.36870706,0.37828386,-47.40998127,-0.02663161,0.01704423,-1.72892418,-0.00001800,0.00000480,-0.00001560,84910.88000000
3.20000000,0.30645781,0.33518823,-47.43871169,-0.03302320,0.02130529,-1.74277262,-0.00001740,0.00000660,-0.00001440,84904.16000000
3.22000000,0.24899697,0.26815059,-47.43392329,-0.03621899,0.02130529,-1.75768632,-0.00001800,0.00000840,-0.00001560,84868.96000000
3.24000000,0.17717092,0.19632454,-47.41955808,-0.04048005,0.02237055,-1.77046949,-0.00001560,0.00000720,-0.00001500,84850.88000000
3.26000000,0.09097966,0.09097966,-47.43392329,-0.04474111,0.02130529,-1.78644846,-0.00001860,0.00000660,-0.00001440,84842.88000000
3.28000000,0.05267244,0.00478840,-47.42434648,-0.04580637,0.02237055,-1.80029690,-0.00001560,0.00000900,-0.00001500,84816.96000000
3.30000000,0.02394202,-0.11492168,-47.44828850,-0.04580637,0.01810950,-1.81627586,-0.00001740,0.00000960,-0.00001560,84804.16000000
3.32000000,-0.00478840,-0.22984336,-47.45307690,-0.04474111,0.01704423,-1.82799377,-0.00001560,0.00000960,-0.00001620,84773.92000000
3.34000000,-0.03830723,-0.31124622,-47.43871169,-0.04048005,0.01278317,-1.84503800,-0.00001500,0.00000900,-0.00001500,84759.20000000
3.36000000,-0.01915361,-0.40222588,-47.48659573,-0.03834952,0.01065264,-1.86101697,-0.00001500,0.00001140,-0.00001500,84742.24000000
3.38000000,-0.02873042,-0.48362874,-47.45307690,-0.03195793,0.00745685,-1.87699594,-0.00001500,0.00001200,-0.00001560,84727.20000000
